"time","pp","Event1","PhoneNrSoFar","Event2","trial","typingErrorMadeOnTrial","partOfExperiment","timeConverted","timeInMsec","lanePosition","phoneNrLengthBeforeKeyPress","timeRelativeToTrialStart","phoneNrLengthAfterKeyPress"
"2016-11-14 10:21:43:435",4,"Keypress","0","Number7",14,0,"dualSteerFocus",2016-11-14 10:21:43.435,1479115303435,0.53,1,1206,2
"2016-11-14 10:21:43:756",4,"Keypress","07","Number8",14,0,"dualSteerFocus",2016-11-14 10:21:43.756,1479115303756,0.681,2,1527,3
"2016-11-14 10:21:44:037",4,"Keypress","078","Number5",14,0,"dualSteerFocus",2016-11-14 10:21:44.037,1479115304037,0.859,3,1808,4
"2016-11-14 10:21:44:288",4,"Keypress","0785","Number4",14,0,"dualSteerFocus",2016-11-14 10:21:44.288,1479115304288,1.003,4,2059,5
"2016-11-14 10:21:44:735",4,"Keypress","07854","Number3",14,0,"dualSteerFocus",2016-11-14 10:21:44.735,1479115304735,1.248,5,2506,6
"2016-11-14 10:21:44:986",4,"Keypress","078543","Number2",14,0,"dualSteerFocus",2016-11-14 10:21:44.986,1479115304986,1.357,6,2757,7
"2016-11-14 10:21:45:638",4,"Keypress","0785432","Number5",14,0,"dualSteerFocus",2016-11-14 10:21:45.638,1479115305638,1.309,7,3409,8
"2016-11-14 10:21:45:915",4,"Keypress","07854325","Number6",14,0,"dualSteerFocus",2016-11-14 10:21:45.915,1479115305915,1.148,8,3686,9
"2016-11-14 10:21:46:144",4,"Keypress","078543256","Number9",14,0,"dualSteerFocus",2016-11-14 10:21:46.144,1479115306144,0.932,9,3915,10
"2016-11-14 10:21:46:365",4,"Keypress","0785432569","Number8",14,0,"dualSteerFocus",2016-11-14 10:21:46.365,1479115306365,0.728,10,4136,11
"2016-11-14 10:21:46:696",4,"Correct","07854325698","190",14,0,"dualSteerFocus",2016-11-14 10:21:46.696,1479115306696,0.306,11,4467,12
"2016-11-14 10:21:54:461",4,"Start","","190",15,1,"dualSteerFocus",2016-11-14 10:21:54.461,1479115314461,1.1,0,0,0
"2016-11-14 10:21:55:291",4,"Keypress","","Number0",15,1,"dualSteerFocus",2016-11-14 10:21:55.291,1479115315291,1.116,0,830,1
"2016-11-14 10:21:55:789",4,"Keypress","0","Number8",15,1,"dualSteerFocus",2016-11-14 10:21:55.789,1479115315789,0.98,1,1328,2
"2016-11-14 10:21:56:769",4,"Keypress","0","Back",15,1,"dualSteerFocus",2016-11-14 10:21:56.769,1479115316769,0.653,1,2308,0
"2016-11-14 10:21:57:215",4,"Keypress","0","Number7",15,1,"dualSteerFocus",2016-11-14 10:21:57.215,1479115317215,0.472,1,2754,2
"2016-11-14 10:21:57:735",4,"Keypress","07","Number8",15,1,"dualSteerFocus",2016-11-14 10:21:57.735,1479115317735,0.331,2,3274,3
"2016-11-14 10:21:58:046",4,"Keypress","078","Number5",15,1,"dualSteerFocus",2016-11-14 10:21:58.046,1479115318046,0.345,3,3585,4
"2016-11-14 10:21:58:385",4,"Keypress","0785","Number4",15,1,"dualSteerFocus",2016-11-14 10:21:58.385,1479115318385,0.472,4,3924,5
"2016-11-14 10:21:59:212",4,"Keypress","07854","Number3",15,1,"dualSteerFocus",2016-11-14 10:21:59.212,1479115319212,1.078,5,4751,6
"2016-11-14 10:21:59:614",4,"Keypress","078543","Number2",15,1,"dualSteerFocus",2016-11-14 10:21:59.614,1479115319614,1.392,6,5153,7
"2016-11-14 10:21:59:856",4,"Keypress","0785432","Number5",15,1,"dualSteerFocus",2016-11-14 10:21:59.856,1479115319856,1.588,7,5395,8
"2016-11-14 10:22:00:146",4,"Keypress","07854325","Number6",15,1,"dualSteerFocus",2016-11-14 10:22:00.146,1479115320146,1.853,8,5685,9
"2016-11-14 10:22:00:394",4,"Keypress","078543256","Number9",15,1,"dualSteerFocus",2016-11-14 10:22:00.394,1479115320394,2.1,9,5933,10
"2016-11-14 10:22:00:644",4,"Keypress","0785432569","Number8",15,1,"dualSteerFocus",2016-11-14 10:22:00.644,1479115320644,2.373,10,6183,11
"2016-11-14 10:22:00:964",4,"Correct","07854325698","190",15,1,"dualSteerFocus",2016-11-14 10:22:00.964,1479115320964,2.731,11,6503,12
"2016-11-14 10:22:14:341",4,"Start","","190",16,0,"dualSteerFocus",2016-11-14 10:22:14.341,1479115334341,0.756,0,0,0
"2016-11-14 10:22:15:056",4,"Keypress","","Number0",16,0,"dualSteerFocus",2016-11-14 10:22:15.056,1479115335056,0.804,0,715,1
"2016-11-14 10:22:15:605",4,"Keypress","0","Number7",16,0,"dualSteerFocus",2016-11-14 10:22:15.605,1479115335605,0.807,1,1264,2
"2016-11-14 10:22:16:281",4,"Keypress","07","Number8",16,0,"dualSteerFocus",2016-11-14 10:22:16.280,1479115336281,0.769,2,1940,3
"2016-11-14 10:22:16:635",4,"Keypress","078","Number5",16,0,"dualSteerFocus",2016-11-14 10:22:16.635,1479115336635,0.732,3,2294,4
"2016-11-14 10:22:16:994",4,"Keypress","0785","Number4",16,0,"dualSteerFocus",2016-11-14 10:22:16.994,1479115336994,0.682,4,2653,5
"2016-11-14 10:22:18:103",4,"Keypress","07854","Number3",16,0,"dualSteerFocus",2016-11-14 10:22:18.103,1479115338103,0.5,5,3762,6
"2016-11-14 10:22:18:545",4,"Keypress","078543","Number2",16,0,"dualSteerFocus",2016-11-14 10:22:18.545,1479115338545,0.52,6,4204,7
"2016-11-14 10:22:18:810",4,"Keypress","0785432","Number5",16,0,"dualSteerFocus",2016-11-14 10:22:18.810,1479115338810,0.561,7,4469,8
"2016-11-14 10:22:19:275",4,"Keypress","07854325","Number6",16,0,"dualSteerFocus",2016-11-14 10:22:19.275,1479115339275,0.629,8,4934,9
"2016-11-14 10:22:19:533",4,"Keypress","078543256","Number9",16,0,"dualSteerFocus",2016-11-14 10:22:19.533,1479115339533,0.663,9,5192,10
"2016-11-14 10:22:19:800",4,"Keypress","0785432569","Number8",16,0,"dualSteerFocus",2016-11-14 10:22:19.800,1479115339800,0.684,10,5459,11
"2016-11-14 10:22:20:395",4,"Correct","07854325698","190",16,0,"dualSteerFocus",2016-11-14 10:22:20.395,1479115340395,0.71,11,6054,12
"2016-11-14 10:23:13:837",4,"Start","","190",17,0,"dualDialFocus",2016-11-14 10:23:13.837,1479115393837,-0.002,0,0,0
"2016-11-14 10:23:13:847",4,"Keypress","","Number0",17,0,"dualDialFocus",2016-11-14 10:23:13.847,1479115393847,-0.002,0,10,1
"2016-11-14 10:23:14:801",4,"Keypress","0","Number7",17,0,"dualDialFocus",2016-11-14 10:23:14.801,1479115394801,0.333,1,964,2
"2016-11-14 10:23:14:812",4,"Keypress","07","Number8",17,0,"dualDialFocus",2016-11-14 10:23:14.812,1479115394812,0.333,2,975,3
"2016-11-14 10:23:14:820",4,"Keypress","078","Number5",17,0,"dualDialFocus",2016-11-14 10:23:14.820,1479115394820,0.333,3,983,4
"2016-11-14 10:23:14:879",4,"Keypress","0785","Number4",17,0,"dualDialFocus",2016-11-14 10:23:14.879,1479115394879,0.361,4,1042,5
"2016-11-14 10:23:15:214",4,"Keypress","07854","Number3",17,0,"dualDialFocus",2016-11-14 10:23:15.214,1479115395214,0.577,5,1377,6
"2016-11-14 10:23:15:424",4,"Keypress","078543","Number2",17,0,"dualDialFocus",2016-11-14 10:23:15.424,1479115395424,0.723,6,1587,7
"2016-11-14 10:23:15:604",4,"Keypress","0785432","Number5",17,0,"dualDialFocus",2016-11-14 10:23:15.604,1479115395604,0.884,7,1767,8
"2016-11-14 10:23:15:843",4,"Keypress","07854325","Number6",17,0,"dualDialFocus",2016-11-14 10:23:15.843,1479115395843,1.061,8,2006,9
"2016-11-14 10:23:16:059",4,"Keypress","078543256","Number9",17,0,"dualDialFocus",2016-11-14 10:23:16.059,1479115396059,1.287,9,2222,10
"2016-11-14 10:23:16:266",4,"Keypress","0785432569","Number8",17,0,"dualDialFocus",2016-11-14 10:23:16.265,1479115396266,1.465,10,2429,11
"2016-11-14 10:23:16:508",4,"Correct","07854325698","190",17,0,"dualDialFocus",2016-11-14 10:23:16.508,1479115396508,1.681,11,2671,12
"2016-11-14 10:23:28:801",4,"Start","","190",18,1,"dualDialFocus",2016-11-14 10:23:28.801,1479115408801,-0.045,0,0,0
"2016-11-14 10:23:28:810",4,"Keypress","","Number0",18,1,"dualDialFocus",2016-11-14 10:23:28.810,1479115408810,-0.045,0,9,1
"2016-11-14 10:23:28:818",4,"Keypress","0","Number7",18,1,"dualDialFocus",2016-11-14 10:23:28.818,1479115408818,-0.045,1,17,2
"2016-11-14 10:23:28:827",4,"Keypress","07","Number8",18,1,"dualDialFocus",2016-11-14 10:23:28.827,1479115408827,-0.045,2,26,3
"2016-11-14 10:23:28:953",4,"Keypress","078","Number5",18,1,"dualDialFocus",2016-11-14 10:23:28.953,1479115408953,-0.069,3,152,4
"2016-11-14 10:23:29:213",4,"Keypress","0785","Number4",18,1,"dualDialFocus",2016-11-14 10:23:29.213,1479115409213,-0.116,4,412,5
"2016-11-14 10:23:29:650",4,"Keypress","07854","Number3",18,1,"dualDialFocus",2016-11-14 10:23:29.650,1479115409650,-0.214,5,849,6
"2016-11-14 10:23:29:960",4,"Keypress","078543","Number2",18,1,"dualDialFocus",2016-11-14 10:23:29.960,1479115409960,-0.291,6,1159,7
"2016-11-14 10:23:30:266",4,"Keypress","0785432","Number6",18,1,"dualDialFocus",2016-11-14 10:23:30.266,1479115410266,-0.377,7,1465,8
"2016-11-14 10:23:30:470",4,"Keypress","07854326","Number5",18,1,"dualDialFocus",2016-11-14 10:23:30.470,1479115410470,-0.439,8,1669,9
"2016-11-14 10:23:30:719",4,"Keypress","078543265","Number8",18,1,"dualDialFocus",2016-11-14 10:23:30.719,1479115410719,-0.522,9,1918,10
"2016-11-14 10:23:30:964",4,"Keypress","0785432658","Number9",18,1,"dualDialFocus",2016-11-14 10:23:30.964,1479115410964,-0.598,10,2163,11
"2016-11-14 10:23:31:345",4,"Incorrect","07854326589","190",18,1,"dualDialFocus",2016-11-14 10:23:31.345,1479115411345,-0.666,11,2544,0
"2016-11-14 10:23:33:691",4,"Keypress","0785432658","Back",18,1,"dualDialFocus",2016-11-14 10:23:33.691,1479115413691,-0.107,10,4890,9
"2016-11-14 10:23:33:936",4,"Keypress","078543265","Back",18,1,"dualDialFocus",2016-11-14 10:23:33.936,1479115413936,-0.029,9,5135,8
"2016-11-14 10:23:34:200",4,"Keypress","07854326","Back",18,1,"dualDialFocus",2016-11-14 10:23:34.200,1479115414200,0.055,8,5399,7
"2016-11-14 10:23:34:401",4,"Keypress","0785432","Back",18,1,"dualDialFocus",2016-11-14 10:23:34.401,1479115414401,0.107,7,5600,6
"2016-11-14 10:23:34:635",4,"Keypress","078543","Back",18,1,"dualDialFocus",2016-11-14 10:23:34.635,1479115414635,0.154,6,5834,5
"2016-11-14 10:23:35:931",4,"Keypress","078543","Number2",18,1,"dualDialFocus",2016-11-14 10:23:35.931,1479115415931,0.368,6,7130,7
"2016-11-14 10:23:36:137",4,"Keypress","0785432","Number5",18,1,"dualDialFocus",2016-11-14 10:23:36.137,1479115416137,0.386,7,7336,8
"2016-11-14 10:23:36:464",4,"Keypress","07854325","Number6",18,1,"dualDialFocus",2016-11-14 10:23:36.464,1479115416464,0.409,8,7663,9
"2016-11-14 10:23:36:687",4,"Keypress","078543256","Number9",18,1,"dualDialFocus",2016-11-14 10:23:36.687,1479115416687,0.416,9,7886,10
"2016-11-14 10:23:36:871",4,"Keypress","0785432569","Number8",18,1,"dualDialFocus",2016-11-14 10:23:36.871,1479115416871,0.42,10,8070,11
"2016-11-14 10:23:37:167",4,"Correct","07854325698","190",18,1,"dualDialFocus",2016-11-14 10:23:37.167,1479115417167,0.418,11,8366,12
"2016-11-14 10:23:47:762",4,"Start","","190",19,0,"dualDialFocus",2016-11-14 10:23:47.762,1479115427762,0.797,0,0,0
"2016-11-14 10:23:48:159",4,"Keypress","","Number0",19,0,"dualDialFocus",2016-11-14 10:23:48.159,1479115428159,0.79,0,397,1
"2016-11-14 10:23:48:474",4,"Keypress","0","Number7",19,0,"dualDialFocus",2016-11-14 10:23:48.474,1479115428474,0.775,1,712,2
"2016-11-14 10:23:48:716",4,"Keypress","07","Number8",19,0,"dualDialFocus",2016-11-14 10:23:48.716,1479115428716,0.756,2,954,3
"2016-11-14 10:23:48:919",4,"Keypress","078","Number5",19,0,"dualDialFocus",2016-11-14 10:23:48.919,1479115428919,0.736,3,1157,4
"2016-11-14 10:23:49:120",4,"Keypress","0785","Number4",19,0,"dualDialFocus",2016-11-14 10:23:49.120,1479115429120,0.712,4,1358,5
"2016-11-14 10:23:49:455",4,"Keypress","07854","Number3",19,0,"dualDialFocus",2016-11-14 10:23:49.455,1479115429455,0.66,5,1693,6
"2016-11-14 10:23:49:670",4,"Keypress","078543","Number2",19,0,"dualDialFocus",2016-11-14 10:23:49.670,1479115429670,0.626,6,1908,7
"2016-11-14 10:23:49:852",4,"Keypress","0785432","Number5",19,0,"dualDialFocus",2016-11-14 10:23:49.852,1479115429852,0.587,7,2090,8
"2016-11-14 10:23:50:145",4,"Keypress","07854325","Number6",19,0,"dualDialFocus",2016-11-14 10:23:50.145,1479115430145,0.533,8,2383,9
"2016-11-14 10:23:50:300",4,"Keypress","078543256","Number9",19,0,"dualDialFocus",2016-11-14 10:23:50.300,1479115430300,0.486,9,2538,10
"2016-11-14 10:23:50:531",4,"Keypress","0785432569","Number8",19,0,"dualDialFocus",2016-11-14 10:23:50.531,1479115430531,0.435,10,2769,11
"2016-11-14 10:23:50:964",4,"Correct","07854325698","190",19,0,"dualDialFocus",2016-11-14 10:23:50.964,1479115430964,0.305,11,3202,12
"2016-11-14 10:24:01:705",4,"Start","","190",20,1,"dualDialFocus",2016-11-14 10:24:01.705,1479115441705,0.963,0,0,0
"2016-11-14 10:24:01:969",4,"Keypress","","Number0",20,1,"dualDialFocus",2016-11-14 10:24:01.969,1479115441969,1.097,0,264,1
"2016-11-14 10:24:02:146",4,"Keypress","0","Number8",20,1,"dualDialFocus",2016-11-14 10:24:02.146,1479115442146,1.19,1,441,2
"2016-11-14 10:24:03:146",4,"Keypress","0","Back",20,1,"dualDialFocus",2016-11-14 10:24:03.146,1479115443146,2.033,1,1441,0
"2016-11-14 10:24:03:496",4,"Keypress","0","Number7",20,1,"dualDialFocus",2016-11-14 10:24:03.496,1479115443496,2.42,1,1791,2
"2016-11-14 10:24:04:213",4,"Keypress","07","Number8",20,1,"dualDialFocus",2016-11-14 10:24:04.213,1479115444213,3.176,2,2508,3
"2016-11-14 10:24:05:191",4,"Keypress","078","Number7",20,1,"dualDialFocus",2016-11-14 10:24:05.191,1479115445191,2.897,3,3486,4
"2016-11-14 10:24:05:695",4,"Keypress","0787","Number4",20,1,"dualDialFocus",2016-11-14 10:24:05.695,1479115445695,2.486,4,3990,5
"2016-11-14 10:24:05:941",4,"Keypress","07874","Number5",20,1,"dualDialFocus",2016-11-14 10:24:05.941,1479115445941,2.317,5,4236,6
"2016-11-14 10:24:06:485",4,"Keypress","078745","Number3",20,1,"dualDialFocus",2016-11-14 10:24:06.485,1479115446485,2.126,6,4780,7
"2016-11-14 10:24:06:738",4,"Keypress","0787453","Number2",20,1,"dualDialFocus",2016-11-14 10:24:06.738,1479115446738,2.137,7,5033,8
"2016-11-14 10:24:06:940",4,"Keypress","07874532","Number5",20,1,"dualDialFocus",2016-11-14 10:24:06.940,1479115446940,2.19,8,5235,9
"2016-11-14 10:24:07:156",4,"Keypress","078745325","Number6",20,1,"dualDialFocus",2016-11-14 10:24:07.156,1479115447156,2.311,9,5451,10
"2016-11-14 10:24:07:355",4,"Keypress","0787453256","Number9",20,1,"dualDialFocus",2016-11-14 10:24:07.355,1479115447355,2.451,10,5650,11
"2016-11-14 10:24:07:542",4,"Keypress","07874532569","Number8",20,1,"dualDialFocus",2016-11-14 10:24:07.542,1479115447542,2.582,11,5837,12
"2016-11-14 10:24:07:847",4,"Incorrect","078745325698","190",20,1,"dualDialFocus",2016-11-14 10:24:07.847,1479115447847,2.911,12,6142,0
"2016-11-14 10:24:09:657",4,"Keypress","07874532569","Back",20,1,"dualDialFocus",2016-11-14 10:24:09.657,1479115449657,3.472,11,7952,10
"2016-11-14 10:24:10:170",4,"Keypress","0787453256","Back",20,1,"dualDialFocus",2016-11-14 10:24:10.170,1479115450170,2.889,10,8465,9
"2016-11-14 10:24:10:381",4,"Keypress","078745325","Back",20,1,"dualDialFocus",2016-11-14 10:24:10.381,1479115450381,2.682,9,8676,8
"2016-11-14 10:24:10:601",4,"Keypress","07874532","Back",20,1,"dualDialFocus",2016-11-14 10:24:10.601,1479115450601,2.446,8,8896,7
"2016-11-14 10:24:10:822",4,"Keypress","0787453","Back",20,1,"dualDialFocus",2016-11-14 10:24:10.822,1479115450822,2.275,7,9117,6
"2016-11-14 10:24:11:043",4,"Keypress","078745","Back",20,1,"dualDialFocus",2016-11-14 10:24:11.043,1479115451043,2.12,6,9338,5
"2016-11-14 10:24:11:269",4,"Keypress","07874","Back",20,1,"dualDialFocus",2016-11-14 10:24:11.269,1479115451269,1.948,5,9564,4
"2016-11-14 10:24:11:482",4,"Keypress","0787","Back",20,1,"dualDialFocus",2016-11-14 10:24:11.482,1479115451482,1.827,4,9777,3
"2016-11-14 10:24:11:643",4,"Keypress","078","Back",20,1,"dualDialFocus",2016-11-14 10:24:11.643,1479115451643,1.747,3,9938,2
"2016-11-14 10:24:12:744",4,"Keypress","078","Number5",20,1,"dualDialFocus",2016-11-14 10:24:12.744,1479115452744,1.721,3,11039,4
"2016-11-14 10:24:12:996",4,"Keypress","0785","Number4",20,1,"dualDialFocus",2016-11-14 10:24:12.996,1479115452996,1.776,4,11291,5
"2016-11-14 10:24:13:805",4,"Keypress","07854","Number3",20,1,"dualDialFocus",2016-11-14 10:24:13.805,1479115453805,1.635,5,12100,6
"2016-11-14 10:24:14:037",4,"Keypress","078543","Number2",20,1,"dualDialFocus",2016-11-14 10:24:14.037,1479115454037,1.557,6,12332,7
"2016-11-14 10:24:14:198",4,"Keypress","0785432","Number5",20,1,"dualDialFocus",2016-11-14 10:24:14.198,1479115454198,1.497,7,12493,8
"2016-11-14 10:24:14:436",4,"Keypress","07854325","Number6",20,1,"dualDialFocus",2016-11-14 10:24:14.436,1479115454436,1.391,8,12731,9
"2016-11-14 10:24:14:634",4,"Keypress","078543256","Number9",20,1,"dualDialFocus",2016-11-14 10:24:14.634,1479115454634,1.301,9,12929,10
"2016-11-14 10:24:14:858",4,"Keypress","0785432569","Number8",20,1,"dualDialFocus",2016-11-14 10:24:14.858,1479115454858,1.185,10,13153,11
"2016-11-14 10:24:15:365",4,"Correct","07854325698","190",20,1,"dualDialFocus",2016-11-14 10:24:15.365,1479115455365,1.003,11,13660,12
"2016-11-14 10:24:26:726",4,"Start","","190",21,0,"dualDialFocus",2016-11-14 10:24:26.726,1479115466726,0.937,0,0,0
"2016-11-14 10:24:27:171",4,"Keypress","","Number0",21,0,"dualDialFocus",2016-11-14 10:24:27.171,1479115467171,0.912,0,445,1
"2016-11-14 10:24:27:530",4,"Keypress","0","Number7",21,0,"dualDialFocus",2016-11-14 10:24:27.530,1479115467530,0.878,1,804,2
"2016-11-14 10:24:27:825",4,"Keypress","07","Number8",21,0,"dualDialFocus",2016-11-14 10:24:27.825,1479115467825,0.84,2,1099,3
"2016-11-14 10:24:28:030",4,"Keypress","078","Number5",21,0,"dualDialFocus",2016-11-14 10:24:28.030,1479115468030,0.81,3,1304,4
"2016-11-14 10:24:28:264",4,"Keypress","0785","Number4",21,0,"dualDialFocus",2016-11-14 10:24:28.264,1479115468264,0.766,4,1538,5
"2016-11-14 10:24:28:815",4,"Keypress","07854","Number3",21,0,"dualDialFocus",2016-11-14 10:24:28.815,1479115468815,0.697,5,2089,6
"2016-11-14 10:24:29:048",4,"Keypress","078543","Number2",21,0,"dualDialFocus",2016-11-14 10:24:29.048,1479115469048,0.702,6,2322,7
"2016-11-14 10:24:29:245",4,"Keypress","0785432","Number5",21,0,"dualDialFocus",2016-11-14 10:24:29.245,1479115469245,0.718,7,2519,8
"2016-11-14 10:24:29:476",4,"Keypress","07854325","Number6",21,0,"dualDialFocus",2016-11-14 10:24:29.476,1479115469476,0.762,8,2750,9
"2016-11-14 10:24:29:676",4,"Keypress","078543256","Number9",21,0,"dualDialFocus",2016-11-14 10:24:29.676,1479115469676,0.816,9,2950,10
"2016-11-14 10:24:29:889",4,"Keypress","0785432569","Number8",21,0,"dualDialFocus",2016-11-14 10:24:29.889,1479115469889,0.885,10,3163,11
"2016-11-14 10:24:30:179",4,"Correct","07854325698","190",21,0,"dualDialFocus",2016-11-14 10:24:30.179,1479115470179,1.018,11,3453,12
"2016-11-14 10:24:41:101",4,"Start","","190",22,0,"dualDialFocus",2016-11-14 10:24:41.101,1479115481101,0.361,0,0,0
"2016-11-14 10:24:41:331",4,"Keypress","","Number0",22,0,"dualDialFocus",2016-11-14 10:24:41.331,1479115481331,0.329,0,230,1
"2016-11-14 10:24:41:597",4,"Keypress","0","Number7",22,0,"dualDialFocus",2016-11-14 10:24:41.597,1479115481597,0.274,1,496,2
"2016-11-14 10:24:41:845",4,"Keypress","07","Number8",22,0,"dualDialFocus",2016-11-14 10:24:41.845,1479115481845,0.232,2,744,3
"2016-11-14 10:24:42:028",4,"Keypress","078","Number5",22,0,"dualDialFocus",2016-11-14 10:24:42.028,1479115482028,0.187,3,927,4
"2016-11-14 10:24:42:229",4,"Keypress","0785","Number4",22,0,"dualDialFocus",2016-11-14 10:24:42.229,1479115482229,0.137,4,1128,5
"2016-11-14 10:24:42:598",4,"Keypress","07854","Number3",22,0,"dualDialFocus",2016-11-14 10:24:42.598,1479115482598,0.026,5,1497,6
"2016-11-14 10:24:42:809",4,"Keypress","078543","Number2",22,0,"dualDialFocus",2016-11-14 10:24:42.809,1479115482809,-0.035,6,1708,7
"2016-11-14 10:24:43:005",4,"Keypress","0785432","Number5",22,0,"dualDialFocus",2016-11-14 10:24:43.005,1479115483005,-0.101,7,1904,8
"2016-11-14 10:24:43:208",4,"Keypress","07854325","Number6",22,0,"dualDialFocus",2016-11-14 10:24:43.208,1479115483208,-0.17,8,2107,9
"2016-11-14 10:24:43:407",4,"Keypress","078543256","Number9",22,0,"dualDialFocus",2016-11-14 10:24:43.407,1479115483407,-0.243,9,2306,10
"2016-11-14 10:24:43:589",4,"Keypress","0785432569","Number8",22,0,"dualDialFocus",2016-11-14 10:24:43.589,1479115483589,-0.301,10,2488,11
"2016-11-14 10:24:43:825",4,"Correct","07854325698","190",22,0,"dualDialFocus",2016-11-14 10:24:43.825,1479115483825,-0.401,11,2724,12
"2016-11-14 10:24:55:801",4,"Start","","190",23,0,"dualDialFocus",2016-11-14 10:24:55.801,1479115495801,0.676,0,0,0
"2016-11-14 10:24:55:810",4,"Keypress","","Number0",23,0,"dualDialFocus",2016-11-14 10:24:55.810,1479115495810,0.676,0,9,1
"2016-11-14 10:24:55:917",4,"Keypress","0","Number7",23,0,"dualDialFocus",2016-11-14 10:24:55.917,1479115495917,0.677,1,116,2
"2016-11-14 10:24:56:153",4,"Keypress","07","Number8",23,0,"dualDialFocus",2016-11-14 10:24:56.153,1479115496153,0.677,2,352,3
"2016-11-14 10:24:56:357",4,"Keypress","078","Number5",23,0,"dualDialFocus",2016-11-14 10:24:56.357,1479115496357,0.69,3,556,4
"2016-11-14 10:24:56:575",4,"Keypress","0785","Number4",23,0,"dualDialFocus",2016-11-14 10:24:56.575,1479115496575,0.718,4,774,5
"2016-11-14 10:24:56:912",4,"Keypress","07854","Number3",23,0,"dualDialFocus",2016-11-14 10:24:56.912,1479115496912,0.805,5,1111,6
"2016-11-14 10:24:57:122",4,"Keypress","078543","Number2",23,0,"dualDialFocus",2016-11-14 10:24:57.122,1479115497122,0.876,6,1321,7
"2016-11-14 10:24:57:310",4,"Keypress","0785432","Number5",23,0,"dualDialFocus",2016-11-14 10:24:57.310,1479115497310,0.963,7,1509,8
"2016-11-14 10:24:57:521",4,"Keypress","07854325","Number6",23,0,"dualDialFocus",2016-11-14 10:24:57.521,1479115497521,1.065,8,1720,9
"2016-11-14 10:24:57:735",4,"Keypress","078543256","Number9",23,0,"dualDialFocus",2016-11-14 10:24:57.735,1479115497735,1.183,9,1934,10
"2016-11-14 10:24:57:918",4,"Keypress","0785432569","Number8",23,0,"dualDialFocus",2016-11-14 10:24:57.918,1479115497918,1.317,10,2117,11
"2016-11-14 10:24:58:222",4,"Correct","07854325698","190",23,0,"dualDialFocus",2016-11-14 10:24:58.222,1479115498222,1.547,11,2421,12
"2016-11-14 10:25:11:801",4,"Start","","190",24,0,"dualDialFocus",2016-11-14 10:25:11.801,1479115511801,1.15,0,0,0
